provincia|seccion|circuito|local|mesa|partido|porcentaje
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501065X|JUNTOS POR EL CAMBIO|10.19
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501071X|FRENTE DE TODOS|80.63
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501071X|JUNTOS POR EL CAMBIO|15.81
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501069X|FRENTE DE TODOS|89.3
Formosa|Pilagás|Circuito 44|EPEP N° 74 DR. RICARDO ROJAS|0900501069X|JUNTOS POR EL CAMBIO|8.64
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501044X|JUNTOS POR EL CAMBIO|12.54
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501044X|FRENTE DE TODOS|83.87
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501045X|JUNTOS POR EL CAMBIO|17.39
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501045X|FRENTE DE TODOS|82.24
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501048X|FRENTE DE TODOS|75.38
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501046X|JUNTOS POR EL CAMBIO|17.6
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501046X|FRENTE DE TODOS|80.14
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501042X|INCIDENCIA|0.0
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501040X|FRENTE DE TODOS|85.32
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501040X|JUNTOS POR EL CAMBIO|12.96
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501047X|FRENTE DE TODOS|81.64
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501047X|JUNTOS POR EL CAMBIO|15.73
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501041X|FRENTE DE TODOS|86.19
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501041X|JUNTOS POR EL CAMBIO|10.82
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501043X|JUNTOS POR EL CAMBIO|13.65
Formosa|Pilagás|Circuito 43A|EPEP DE FRONTERA N° 10|0900501043X|FRENTE DE TODOS|83.02
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501057X|FRENTE DE TODOS|83.33
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501057X|JUNTOS POR EL CAMBIO|15.83
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501052X|FRENTE DE TODOS|89.74
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501052X|JUNTOS POR EL CAMBIO|9.52
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501050X|FRENTE DE TODOS|79.11
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501050X|JUNTOS POR EL CAMBIO|16.06
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501051X|FRENTE DE TODOS|83.59
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501051X|JUNTOS POR EL CAMBIO|14.06
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501053X|FRENTE DE TODOS|75.87
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501055X|JUNTOS POR EL CAMBIO|14.44
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501055X|FRENTE DE TODOS|84.47
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501058X|FRENTE DE TODOS|80.75
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501058X|JUNTOS POR EL CAMBIO|16.22
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501056X|FRENTE DE TODOS|75.59
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501060X|FRENTE DE TODOS|80.3
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501060X|JUNTOS POR EL CAMBIO|16.66
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501054X|JUNTOS POR EL CAMBIO|18.14
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501054X|FRENTE DE TODOS|79.92
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501059X|FRENTE DE TODOS|89.77
Formosa|Pilagás|Circuito 43C|EPEP N° 212 CRISTOBAL COLON|0900501059X|JUNTOS POR EL CAMBIO|7.19
Formosa|Pilagás|Circuito 44A|EPEP N° 74 DR. RICARDO ROJAS|0900501075X|JUNTOS POR EL CAMBIO|12.3
Formosa|Pilagás|Circuito 44A|EPEP N° 74 DR. RICARDO ROJAS|0900501075X|FRENTE DE TODOS|83.07
Formosa|Pirané|Circuito 40|EPEP N° 247 JOSE A. CONDARCO|0900401018X|FRENTE DE TODOS|83.33
Formosa|Pirané|Circuito 40|EPEP N° 247 JOSE A. CONDARCO|0900401018X|JUNTOS POR EL CAMBIO|13.09
Formosa|Pirané|Circuito 34|EPEP N° 36|0900400901X|JUNTOS POR EL CAMBIO|18.89
Formosa|Pirané|Circuito 34|EPEP N° 36|0900400901X|FRENTE DE TODOS|77.95
Formosa|Pirané|Circuito 34|EPEP N° 36|0900400894X|JUNTOS POR EL CAMBIO|17.4
Formosa|Pirané|Circuito 34|EPEP N° 36|0900400894X|FRENTE DE TODOS|75.92
Formosa|Pirané|Circuito 34|EPEP N° 158 STO. CABRAL|0900400874X|JUNTOS POR EL CAMBIO|16.2
Formosa|Pirané|Circuito 34|EPEP N° 158 STO. CABRAL|0900400874X|FRENTE DE TODOS|79.44
Formosa|Pirané|Circuito 34|EPEP N° 158 STO. CABRAL|0900400879X|FRENTE DE TODOS|77.21
Formosa|Pirané|Circuito 34|EPEP N° 158 STO. CABRAL|0900400879X|JUNTOS POR EL CAMBIO|19.83
Formosa|Pirané|Circuito 34|EPES N° 44|0900400889X|INCIDENCIA|0.0
Formosa|Pirané|Circuito 34|EPES N° 44|0900400891X|INCIDENCIA|0.0
Formosa|Pirané|Circuito 34|EPET N° 3|0900400869X|JUNTOS POR EL CAMBIO|17.69
Formosa|Pirané|Circuito 34|EPET N° 3|0900400869X|FRENTE DE TODOS|77.77
Formosa|Pirané|Circuito 39A|EPES N° 9 V. LOPEZ Y PLANES|0900401017X|FRENTE DE TODOS|82.81
Formosa|Pirané|Circuito 39A|EPES N° 9 V. LOPEZ Y PLANES|0900401017X|JUNTOS POR EL CAMBIO|15.62
Formosa|Pirané|Circuito 38A|EPES N° 38|0900400996X|JUNTOS POR EL CAMBIO|15.67
Formosa|Pirané|Circuito 38A|EPES N° 38|0900400996X|FRENTE DE TODOS|75.13
Formosa|Pirané|Circuito 37E|EPES N° 1 GRANAD. A CABALLOS|0900400990X|FRENTE DE TODOS|86.84
Formosa|Pirané|Circuito 37E|EPES N° 1 GRANAD. A CABALLOS|0900400990X|JUNTOS POR EL CAMBIO|10.52
Formosa|Pirané|Circuito 41A|EPEP N° 87 SOLD. HERMINDO LUNA|0900401022X|JUNTOS POR EL CAMBIO|13.04
Formosa|Pirané|Circuito 41A|EPEP N° 87 SOLD. HERMINDO LUNA|0900401022X|FRENTE DE TODOS|86.95
Formosa|Pirané|Circuito 35|EPEP N° 304 RICARDO GUIRALDES|0900400907X|JUNTOS POR EL CAMBIO|13.79
Formosa|Pirané|Circuito 35|EPEP N° 304 RICARDO GUIRALDES|0900400907X|FRENTE DE TODOS|84.48
Formosa|Pirané|Circuito 35|EPEP N° 304 RICARDO GUIRALDES|0900400906X|FRENTE DE TODOS|79.55
Formosa|Pirané|Circuito 35|EPEP N° 304 RICARDO GUIRALDES|0900400906X|JUNTOS POR EL CAMBIO|14.36
Formosa|Pirané|Circuito 36|EPES N° 11 MAYOR VILLAFAÑE|0900400910X|JUNTOS POR EL CAMBIO|19.47
Formosa|Pirané|Circuito 36|EPES N° 11 MAYOR VILLAFAÑE|0900400910X|FRENTE DE TODOS|77.15
Formosa|Pirané|Circuito 36|EPES N° 11 MAYOR VILLAFAÑE|0900400917X|FRENTE DE TODOS|77.15
Formosa|Pirané|Circuito 36|EPES N° 11 MAYOR VILLAFAÑE|0900400911X|JUNTOS POR EL CAMBIO|16.04
Formosa|Pirané|Circuito 36|EPES N° 11 MAYOR VILLAFAÑE|0900400911X|FRENTE DE TODOS|80.59
Formosa|Pirané|Circuito 36|EPEP N° 242 REG. DE CABALLERIA|0900400920X|FRENTE DE TODOS|77.39
Formosa|Pirané|Circuito 36|EPEP N° 242 REG. DE CABALLERIA|0900400925X|FRENTE DE TODOS|80.0
Formosa|Pirané|Circuito 36|EPEP N° 242 REG. DE CABALLERIA|0900400926X|FRENTE DE TODOS|79.58
Formosa|Pirané|Circuito 36|EPEP N° 242 REG. DE CABALLERIA|0900400926X|JUNTOS POR EL CAMBIO|14.53
Formosa|Pirané|Circuito 36|EPEP N° 242 REG. DE CABALLERIA|0900400927X|FRENTE DE TODOS|76.67
Formosa|Pirané|Circuito 36|EPEP N° 242 REG. DE CABALLERIA|0900400927X|JUNTOS POR EL CAMBIO|19.08
Formosa|Pirané|Circuito 35A|ANEXO 2 A EPEP N° 84|0900400908X|FRENTE DE TODOS|81.16
Formosa|Pirané|Circuito 35A|ANEXO 2 A EPEP N° 84|0900400908X|JUNTOS POR EL CAMBIO|12.98
Formosa|Pirané|Circuito 35B|EPES AGROTECNICA N° 8|0900400909X|FRENTE DE TODOS|87.5
Formosa|Pirané|Circuito 35B|EPES AGROTECNICA N° 8|0900400909X|JUNTOS POR EL CAMBIO|8.65
Formosa|Pirané|Circuito 39|EPEP N° 35 JUANA M. DE NORONHA|0900401014X|FRENTE DE TODOS|81.06
Formosa|Pirané|Circuito 39|EPEP N° 35 JUANA M. DE NORONHA|0900401014X|JUNTOS POR EL CAMBIO|14.39
Formosa|Pirané|Circuito 39|EPEP N° 35 JUANA M. DE NORONHA|0900401015X|JUNTOS POR EL CAMBIO|19.47
Formosa|Pirané|Circuito 39|EPEP N° 35 JUANA M. DE NORONHA|0900401015X|FRENTE DE TODOS|77.15
Formosa|Pirané|Circuito 39|EPEP N° 35 JUANA M. DE NORONHA|0900401010X|JUNTOS POR EL CAMBIO|18.75
Formosa|Pirané|Circuito 39|EPEP N° 35 JUANA M. DE NORONHA|0900401013X|JUNTOS POR EL CAMBIO|11.78
Formosa|Pirané|Circuito 39|EPEP N° 35 JUANA M. DE NORONHA|0900401013X|FRENTE DE TODOS|84.95
Formosa|Pirané|Circuito 39|EPEP N° 35 JUANA M. DE NORONHA|0900401009X|JUNTOS POR EL CAMBIO|14.02
Formosa|Pirané|Circuito 39|EPEP N° 35 JUANA M. DE NORONHA|0900401009X|FRENTE DE TODOS|82.65
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401007X|JUNTOS POR EL CAMBIO|19.56
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401007X|FRENTE DE TODOS|77.53
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401006X|FRENTE DE TODOS|75.87
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401006X|JUNTOS POR EL CAMBIO|19.06
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900400999X|FRENTE DE TODOS|78.96
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900400999X|JUNTOS POR EL CAMBIO|18.65
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401004X|JUNTOS POR EL CAMBIO|17.62
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401004X|FRENTE DE TODOS|79.69
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401003X|FRENTE DE TODOS|76.15
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401008X|JUNTOS POR EL CAMBIO|16.35
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900400998X|JUNTOS POR EL CAMBIO|12.86
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900400998X|FRENTE DE TODOS|83.82
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401000X|FRENTE DE TODOS|79.5
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401000X|JUNTOS POR EL CAMBIO|15.98
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401001X|FRENTE DE TODOS|83.8
Formosa|Pirané|Circuito 39|EPES N° 9 V. LOPEZ Y PLANES|0900401001X|JUNTOS POR EL CAMBIO|13.76
Formosa|Pirané|Circuito 37G|EPEP N° 93|0900400993X|JUNTOS POR EL CAMBIO|14.36
Formosa|Pirané|Circuito 37G|EPEP N° 93|0900400993X|FRENTE DE TODOS|83.42
Formosa|Matacos|Circuito 82B|EPEP N° 438|0900801369X|FRENTE DE TODOS|87.5
Formosa|Matacos|Circuito 82B|EPEP N° 438|0900801369X|JUNTOS POR EL CAMBIO|12.5
Formosa|Matacos|Circuito 82A|EPEP N° 23 CARLOS PELLEGRINI|0900801368X|JUNTOS POR EL CAMBIO|16.12
Formosa|Matacos|Circuito 82A|EPEP N° 23 CARLOS PELLEGRINI|0900801368X|FRENTE DE TODOS|77.41
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801332X|JUNTOS POR EL CAMBIO|17.75
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801332X|FRENTE DE TODOS|79.34
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801333X|JUNTOS POR EL CAMBIO|19.02
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801333X|FRENTE DE TODOS|76.49
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801337X|FRENTE DE TODOS|84.89
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801337X|JUNTOS POR EL CAMBIO|13.87
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801336X|FRENTE DE TODOS|76.09
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801336X|JUNTOS POR EL CAMBIO|19.92
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801339X|FRENTE DE TODOS|75.4
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801334X|JUNTOS POR EL CAMBIO|14.94
Formosa|Matacos|Circuito 82|EPES N° 12 DR. M. MORENO|0900801334X|FRENTE DE TODOS|79.31
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801366X|JUNTOS POR EL CAMBIO|15.5
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801366X|FRENTE DE TODOS|81.39
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801360X|FRENTE DE TODOS|81.99
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801360X|JUNTOS POR EL CAMBIO|14.94
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801363X|JUNTOS POR EL CAMBIO|19.65
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801363X|FRENTE DE TODOS|76.49
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801362X|FRENTE DE TODOS|76.35
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801359X|FRENTE DE TODOS|77.47
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801359X|JUNTOS POR EL CAMBIO|19.76
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801361X|FRENTE DE TODOS|82.42
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801361X|JUNTOS POR EL CAMBIO|13.28
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801365X|FRENTE DE TODOS|85.71
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801365X|JUNTOS POR EL CAMBIO|13.02
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801364X|FRENTE DE TODOS|77.34
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801364X|JUNTOS POR EL CAMBIO|18.75
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801358X|JUNTOS POR EL CAMBIO|15.17
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801358X|FRENTE DE TODOS|80.15
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801357X|JUNTOS POR EL CAMBIO|17.81
Formosa|Matacos|Circuito 82|EPEP N° 24 RICARDO GUTIERREZ|0900801357X|FRENTE DE TODOS|79.35
Formosa|Matacos|Circuito 82|EPEP N° 438|0900801353X|FRENTE DE TODOS|80.85
Formosa|Matacos|Circuito 82|EPEP N° 438|0900801353X|JUNTOS POR EL CAMBIO|16.59
Formosa|Matacos|Circuito 82|EPEP N° 438|0900801348X|FRENTE DE TODOS|79.03
Formosa|Matacos|Circuito 82|EPEP N° 438|0900801348X|JUNTOS POR EL CAMBIO|16.12
Formosa|Matacos|Circuito 82|EPEP N° 438|0900801352X|FRENTE DE TODOS|84.43
Formosa|Matacos|Circuito 82|EPEP N° 438|0900801352X|JUNTOS POR EL CAMBIO|14.0
Formosa|Matacos|Circuito 82|EPEP N° 438|0900801351X|FRENTE DE TODOS|82.5
Formosa|Matacos|Circuito 82|EPEP N° 438|0900801351X|JUNTOS POR EL CAMBIO|15.96
Formosa|Matacos|Circuito 82|EPEP N° 438|0900801350X|JUNTOS POR EL CAMBIO|17.89
Formosa|Matacos|Circuito 82|EPEP N° 438|0900801350X|FRENTE DE TODOS|77.04
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801340X|JUNTOS POR EL CAMBIO|17.46
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801340X|FRENTE DE TODOS|78.96
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801343X|JUNTOS POR EL CAMBIO|13.89
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801343X|FRENTE DE TODOS|83.01
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801341X|JUNTOS POR EL CAMBIO|16.12
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801341X|FRENTE DE TODOS|78.34
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801344X|FRENTE DE TODOS|76.54
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801344X|JUNTOS POR EL CAMBIO|15.22
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801345X|FRENTE DE TODOS|77.5
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801346X|FRENTE DE TODOS|78.94
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801346X|JUNTOS POR EL CAMBIO|17.98
Formosa|Matacos|Circuito 82|EPEP N° 319|0900801342X|FRENTE DE TODOS|75.79
Formosa|Ramón Lista|Circuito 83|EPEP N° 259|0900901372X|JUNTOS POR EL CAMBIO|14.52
Formosa|Ramón Lista|Circuito 83|EPEP N° 259|0900901372X|FRENTE DE TODOS|83.76
Formosa|Ramón Lista|Circuito 83|EPEP N° 259|0900901373X|JUNTOS POR EL CAMBIO|18.14
Formosa|Ramón Lista|Circuito 83|EPEP N° 259|0900901373X|FRENTE DE TODOS|78.62
Formosa|Ramón Lista|Circuito 83|EPEP N° 259|0900901377X|FRENTE DE TODOS|75.87
Formosa|Ramón Lista|Circuito 83|EPEP N° 259|0900901378X|FRENTE DE TODOS|76.95
Formosa|Ramón Lista|Circuito 83|EPEP N° 259|0900901371X|FRENTE DE TODOS|78.96
Formosa|Ramón Lista|Circuito 83|EPEP N° 259|0900901371X|JUNTOS POR EL CAMBIO|17.59
Formosa|Ramón Lista|Circuito 83A|EPEP N° 316|0900901386X|FRENTE DE TODOS|75.2
Formosa|Ramón Lista|Circuito 83A|EPEP N° 316|0900901383X|FRENTE DE TODOS|79.84
Formosa|Ramón Lista|Circuito 83A|EPEP N° 316|0900901388X|FRENTE DE TODOS|78.11
Formosa|Ramón Lista|Circuito 83A|EPEP N° 316|0900901380X|FRENTE DE TODOS|76.31
Formosa|Ramón Lista|Circuito 84B|EPES EIB N° 5|0900901402X|FRENTE DE TODOS|75.71
Formosa|Ramón Lista|Circuito 83B|EPEP DE FRONTERA N° 5|0900901391X|FRENTE DE TODOS|82.1
Formosa|Ramón Lista|Circuito 83B|EPEP DE FRONTERA N° 5|0900901391X|JUNTOS POR EL CAMBIO|17.36
Formosa|Ramón Lista|Circuito 83C|EPES N° 100|0900901394X|INCIDENCIA|0.0
Formosa|Ramón Lista|Circuito 84A|EPEP N° 284 P. DE BUENOS AIRES|0900901399X|FRENTE DE TODOS|78.92
Formosa|Ramón Lista|Circuito 84A|EPEP N° 284 P. DE BUENOS AIRES|0900901398X|JUNTOS POR EL CAMBIO|11.21
Formosa|Ramón Lista|Circuito 84A|EPEP N° 284 P. DE BUENOS AIRES|0900901398X|FRENTE DE TODOS|83.64
Formosa|Bermejo|Circuito 73|EPEP N° 62 DR. M. MORENO|0900701293X|JUNTOS POR EL CAMBIO|19.56
Formosa|Bermejo|Circuito 73|EPEP N° 62 DR. M. MORENO|0900701293X|FRENTE DE TODOS|76.95
Formosa|Bermejo|Circuito 73|EPEP N° 62 DR. M. MORENO|0900701292X|FRENTE DE TODOS|76.77
Formosa|Bermejo|Circuito 80A|EPEP N° 76 ANEXO 1|0900701323X|JUNTOS POR EL CAMBIO|11.9
Formosa|Bermejo|Circuito 80A|EPEP N° 76 ANEXO 1|0900701323X|FRENTE DE TODOS|80.95
Formosa|Bermejo|Circuito 74|EPEP N° 149 ALMIRANTE BROWN|0900701294X|JUNTOS POR EL CAMBIO|10.78
Formosa|Bermejo|Circuito 74|EPEP N° 149 ALMIRANTE BROWN|0900701294X|FRENTE DE TODOS|83.33
Formosa|Bermejo|Circuito 75|EPEP N° 468 SAN F. DE ASIS|0900701296X|FRENTE DE TODOS|76.22
Formosa|Bermejo|Circuito 78|EPEP N° 90 SGTO. CABRAL|0900701312X|FRENTE DE TODOS|76.96
Formosa|Bermejo|Circuito 78|EPEP N° 90 SGTO. CABRAL|0900701312X|JUNTOS POR EL CAMBIO|17.41
Formosa|Bermejo|Circuito 81A|JIN N° 33 - EPEP N° 99|0900701331X|FRENTE DE TODOS|91.66
Formosa|Bermejo|Circuito 81A|JIN N° 33 - EPEP N° 99|0900701331X|JUNTOS POR EL CAMBIO|4.16
Formosa|Bermejo|Circuito 77|EPEP DE FRONTERA N° 4|0900701310X|FRENTE DE TODOS|84.23
Formosa|Bermejo|Circuito 77|EPEP DE FRONTERA N° 4|0900701310X|JUNTOS POR EL CAMBIO|14.77
Formosa|Bermejo|Circuito 77|EPEP DE FRONTERA N° 4|0900701311X|JUNTOS POR EL CAMBIO|16.2
Formosa|Bermejo|Circuito 77|EPEP DE FRONTERA N° 4|0900701311X|FRENTE DE TODOS|80.44
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701314X|FRENTE DE TODOS|91.39
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701314X|JUNTOS POR EL CAMBIO|7.78
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701315X|JUNTOS POR EL CAMBIO|4.95
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701315X|FRENTE DE TODOS|94.59
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701317X|FRENTE DE TODOS|88.33
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701317X|JUNTOS POR EL CAMBIO|10.41
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701319X|FRENTE DE TODOS|93.38
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701319X|JUNTOS POR EL CAMBIO|6.22
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701320X|JUNTOS POR EL CAMBIO|4.89
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701320X|FRENTE DE TODOS|93.87
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701316X|JUNTOS POR EL CAMBIO|9.09
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701316X|FRENTE DE TODOS|90.9
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701322X|FRENTE DE TODOS|89.4
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701322X|JUNTOS POR EL CAMBIO|9.74
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701318X|FRENTE DE TODOS|93.72
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701318X|JUNTOS POR EL CAMBIO|5.02
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701321X|JUNTOS POR EL CAMBIO|9.09
Formosa|Bermejo|Circuito 80|EPEP N° 78 1° ALFEREZ SANCHEZ|0900701321X|FRENTE DE TODOS|90.9
Formosa|Bermejo|Circuito 72|EPEP N° 106 FRAY C. RODRIGUEZ|0900701289X|FRENTE DE TODOS|75.38
Formosa|Bermejo|Circuito 76A|EPEP N° 154 PADRE G. PATIÑO|0900701309X|FRENTE DE TODOS|76.59
Formosa|Bermejo|Circuito 76A|EPEP N° 154 PADRE G. PATIÑO|0900701309X|JUNTOS POR EL CAMBIO|19.14
Formosa|Bermejo|Circuito 80B|JIN N° 22|0900701324X|JUNTOS POR EL CAMBIO|3.94
Formosa|Bermejo|Circuito 81|EPEP N° 99 23 DE MAYO|0900701329X|FRENTE DE TODOS|79.65
Formosa|Bermejo|Circuito 81|EPEP N° 99 23 DE MAYO|0900701329X|JUNTOS POR EL CAMBIO|18.61
Formosa|Bermejo|Circuito 81|EPEP N° 99 23 DE MAYO|0900701327X|JUNTOS POR EL CAMBIO|13.76
Formosa|Bermejo|Circuito 81|EPEP N° 99 23 DE MAYO|0900701327X|FRENTE DE TODOS|84.4
Formosa|Bermejo|Circuito 81|EPEP N° 99 23 DE MAYO|0900701326X|FRENTE DE TODOS|75.74
Formosa|Bermejo|Circuito 81|EPEP N° 99 23 DE MAYO|0900701325X|JUNTOS POR EL CAMBIO|18.85
